Country,Date,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views
Canada,5/7/2020 12:24:35 PM,Desktop,Sign Up,/products,Direct,116,24,23,532,214,156,1088
Canada,5/18/2022 8:38:02 AM,Desktop,Subscribe,/products,Direct,152,55,44,286,146,485,183
India,12/11/2020 5:47:24 AM,Desktop,Contact Form,/products,Direct,51,21,22,383,1699,402,1102
India,6/30/2023 2:49:47 AM,Desktop,Contact Form,/products,Direct,169,26,25,813,265,352,745
India,5/15/2020 5:22:12 PM,Desktop,Contact Form,/products,Direct,137,44,23,867,1969,43,425
India,4/22/2020 8:35:09 PM,Desktop,Contact Form,/products,Direct,101,45,9,862,1085,392,1466
India,2/21/2022 7:38:54 PM,Desktop,Contact Form,/products,Direct,150,59,41,849,1370,138,280
India,1/8/2023 12:50:46 PM,Desktop,Download,/products,Direct,37,27,15,108,539,70,1314
India,6/18/2020 11:00:38 AM,Desktop,Download,/products,Direct,157,38,30,784,1295,107,1001
India,6/12/2023 7:30:02 PM,Desktop,Sign Up,/products,Direct,124,42,2,833,334,195,693
India,4/20/2020 3:32:15 PM,Desktop,Subscribe,/products,Direct,68,23,7,836,608,351,1159
UK,9/28/2023 8:12:40 AM,Desktop,Contact Form,/products,Direct,157,22,22,138,1033,240,290
UK,8/23/2020 7:59:02 PM,Desktop,Contact Form,/products,Direct,63,29,9,153,983,447,142
UK,6/13/2020 12:49:54 PM,Desktop,Contact Form,/products,Direct,58,31,29,786,1915,228,363
UK,7/7/2020 8:27:54 AM,Desktop,Contact Form,/products,Direct,45,53,35,532,1797,424,1221
UK,1/26/2021 6:16:46 AM,Desktop,Sign Up,/products,Direct,97,29,2,721,1116,484,428
UK,5/28/2020 8:16:08 AM,Desktop,Sign Up,/products,Direct,87,45,37,725,198,76,1076
UK,8/13/2020 8:59:58 AM,Desktop,Sign Up,/products,Direct,176,48,6,871,1494,395,404
UK,2/6/2021 9:05:08 PM,Desktop,Sign Up,/products,Direct,160,64,34,785,646,440,949
USA,4/26/2020 2:05:48 PM,Desktop,Contact Form,/products,Direct,168,24,4,808,960,235,378
USA,5/24/2020 11:11:14 PM,Desktop,Contact Form,/products,Direct,145,29,29,473,1352,308,1178
USA,9/13/2021 12:42:49 AM,Desktop,Contact Form,/products,Direct,109,47,33,689,1491,317,1171
USA,10/22/2021 7:22:46 PM,Desktop,Contact Form,/products,Direct,81,65,2,958,698,230,515
USA,2/18/2020 12:07:14 PM,Desktop,Contact Form,/products,Direct,57,69,17,486,785,25,528
USA,12/25/2020 12:12:49 PM,Desktop,Download,/products,Direct,60,30,2,377,1792,247,455
USA,8/10/2020 8:43:56 PM,Desktop,Download,/products,Direct,116,58,8,562,1988,302,1097
USA,3/7/2022 6:04:07 AM,Desktop,Purchase,/products,Direct,45,29,29,722,1211,395,1103
USA,8/8/2022 1:22:15 PM,Desktop,Purchase,/products,Direct,68,38,18,827,986,207,595
USA,3/30/2022 10:16:15 AM,Desktop,Purchase,/products,Direct,106,66,4,190,555,456,90
USA,7/28/2022 8:00:57 AM,Desktop,Sign Up,/products,Direct,121,23,2,753,336,323,1210
USA,7/9/2022 9:04:32 PM,Desktop,Sign Up,/products,Direct,127,69,23,178,1849,432,1257
USA,4/21/2023 1:20:26 AM,Desktop,Subscribe,/products,Direct,41,29,25,369,1574,359,694
USA,10/16/2022 4:54:10 PM,Desktop,Subscribe,/products,Direct,118,54,47,752,559,21,919
Australia,12/24/2022 4:44:24 PM,Desktop,Contact Form,/about,Organic Search,85,38,11,734,1461,158,852
Australia,9/11/2023 10:26:10 PM,Desktop,Contact Form,/about,Organic Search,118,62,31,156,911,322,969
Australia,10/31/2020 4:25:05 AM,Desktop,Download,/about,Organic Search,83,28,26,883,193,59,1355
Australia,8/10/2021 12:52:40 AM,Desktop,Download,/about,Organic Search,81,35,37,778,1594,185,998
Australia,7/22/2022 4:02:47 PM,Desktop,Sign Up,/about,Organic Search,130,27,0,377,1998,146,1326
Australia,2/14/2022 9:36:13 PM,Desktop,Sign Up,/about,Organic Search,66,47,21,269,467,193,710
Australia,4/20/2021 1:58:36 AM,Desktop,Subscribe,/about,Organic Search,79,54,27,255,484,448,432
Australia,4/23/2021 5:59:25 PM,Desktop,Subscribe,/about,Organic Search,123,59,38,775,952,447,1151
Canada,5/30/2023 11:22:51 PM,Desktop,Contact Form,/about,Organic Search,50,35,45,853,566,369,655
Canada,8/20/2023 3:45:30 AM,Desktop,Download,/about,Organic Search,51,27,17,225,1492,182,1232
Canada,5/16/2020 4:19:19 AM,Desktop,Download,/about,Organic Search,59,39,0,341,1820,439,132
Canada,12/7/2020 6:04:59 PM,Desktop,Download,/about,Organic Search,145,40,19,34,173,164,650
Canada,4/25/2022 5:31:29 AM,Desktop,Download,/about,Organic Search,48,44,22,239,1753,109,1337
Canada,2/29/2020 8:41:10 PM,Desktop,Download,/about,Organic Search,45,56,43,538,1789,406,583
Canada,9/29/2023 10:24:24 PM,Desktop,Purchase,/about,Organic Search,37,21,17,63,848,256,553
Canada,4/27/2020 2:45:10 AM,Desktop,Sign Up,/about,Organic Search,179,61,6,208,875,452,1489
Canada,8/15/2020 2:08:43 PM,Desktop,Sign Up,/about,Organic Search,77,66,44,239,424,389,856
Canada,10/15/2020 8:20:56 PM,Desktop,Sign Up,/about,Organic Search,179,68,28,657,732,497,1362
Canada,10/24/2022 2:08:28 PM,Desktop,Subscribe,/about,Organic Search,83,20,23,103,1769,372,75
Canada,5/13/2022 4:17:25 AM,Desktop,Subscribe,/about,Organic Search,60,66,6,266,1781,329,519
India,4/20/2022 2:23:36 PM,Desktop,Contact Form,/about,Organic Search,65,20,25,754,598,311,185
India,2/1/2021 4:25:10 AM,Desktop,Contact Form,/about,Organic Search,107,26,32,383,1691,431,1316
India,11/23/2021 5:15:26 PM,Desktop,Contact Form,/about,Organic Search,119,36,46,882,1243,150,451
India,6/21/2023 6:04:06 AM,Desktop,Download,/about,Organic Search,49,37,36,18,1163,425,819
India,1/6/2022 3:54:13 AM,Desktop,Purchase,/about,Organic Search,124,21,1,559,743,186,170
India,10/28/2021 5:43:21 AM,Desktop,Purchase,/about,Organic Search,89,36,44,303,1966,476,973
India,1/8/2022 5:40:29 AM,Desktop,Purchase,/about,Organic Search,102,66,18,653,740,387,144
India,12/31/2020 9:44:45 PM,Desktop,Sign Up,/about,Organic Search,175,35,11,153,273,23,552
India,11/15/2022 4:50:56 PM,Desktop,Sign Up,/about,Organic Search,171,64,34,758,1955,7,601
India,10/30/2021 4:03:00 PM,Desktop,Subscribe,/about,Organic Search,87,41,42,257,262,340,60
India,6/24/2021 1:31:19 AM,Desktop,Subscribe,/about,Organic Search,55,55,35,261,1946,486,973
India,10/19/2020 1:14:59 PM,Desktop,Subscribe,/about,Organic Search,136,62,4,716,1780,341,147
UK,12/18/2019 6:52:00 PM,Desktop,Download,/about,Organic Search,37,32,38,339,1413,227,585
UK,11/22/2020 12:02:33 PM,Desktop,Download,/about,Organic Search,124,33,23,701,1567,452,395
UK,9/21/2020 1:51:06 PM,Desktop,Download,/about,Organic Search,69,41,33,173,775,314,535
UK,1/18/2020 10:37:51 AM,Desktop,Download,/about,Organic Search,46,61,29,337,1676,411,312
UK,1/4/2021 10:23:53 PM,Desktop,Sign Up,/about,Organic Search,162,29,6,756,407,428,1441
UK,1/31/2020 11:17:51 AM,Desktop,Sign Up,/about,Organic Search,50,62,11,31,1994,165,332
UK,3/29/2022 12:44:23 PM,Desktop,Sign Up,/about,Organic Search,101,69,35,524,1698,477,759
UK,12/1/2022 7:44:28 AM,Desktop,Subscribe,/about,Organic Search,168,41,9,106,376,363,1481
UK,1/16/2021 4:42:08 PM,Desktop,Subscribe,/about,Organic Search,153,58,34,407,778,329,618
UK,2/3/2023 4:50:09 PM,Desktop,Subscribe,/about,Organic Search,113,62,43,90,782,471,1055
UK,9/19/2022 6:10:56 AM,Desktop,Subscribe,/about,Organic Search,179,66,17,167,873,486,666
USA,5/25/2021 10:58:09 PM,Desktop,Contact Form,/about,Organic Search,163,40,14,269,884,405,965
USA,4/21/2023 8:42:49 PM,Desktop,Download,/about,Organic Search,175,53,4,66,145,146,468
USA,9/26/2023 12:08:50 AM,Desktop,Download,/about,Organic Search,83,54,8,158,390,160,1351
USA,6/23/2023 3:42:36 PM,Desktop,Download,/about,Organic Search,92,69,40,347,360,463,1049
USA,10/13/2020 9:57:29 PM,Desktop,Purchase,/about,Organic Search,30,33,31,11,1990,242,723
USA,9/4/2023 11:52:47 AM,Desktop,Purchase,/about,Organic Search,142,49,38,598,663,173,1211
USA,12/10/2020 8:39:27 AM,Desktop,Sign Up,/about,Organic Search,57,31,22,119,1817,169,1413
USA,9/30/2022 10:54:50 PM,Desktop,Sign Up,/about,Organic Search,169,37,39,353,1868,106,207
USA,9/1/2022 9:52:08 PM,Desktop,Sign Up,/about,Organic Search,148,49,27,639,784,272,1387
USA,3/30/2023 2:53:52 PM,Desktop,Subscribe,/about,Organic Search,114,39,46,200,1696,361,1425
Australia,9/1/2022 10:11:45 AM,Desktop,Contact Form,/blog,Organic Search,159,29,30,128,156,99,55
Australia,10/27/2021 2:29:14 PM,Desktop,Contact Form,/blog,Organic Search,46,31,11,647,278,417,918
Australia,8/26/2021 1:39:23 PM,Desktop,Contact Form,/blog,Organic Search,56,59,30,892,110,47,1421
Australia,8/7/2021 10:14:01 AM,Desktop,Contact Form,/blog,Organic Search,133,61,14,494,874,418,994
Australia,10/4/2022 3:52:34 PM,Desktop,Download,/blog,Organic Search,172,43,39,154,928,455,254
Australia,9/25/2020 7:48:06 AM,Desktop,Download,/blog,Organic Search,57,58,45,377,551,362,321
Australia,7/23/2020 9:22:21 AM,Desktop,Download,/blog,Organic Search,104,60,26,471,1876,48,1450
Australia,6/19/2023 10:50:50 PM,Desktop,Purchase,/blog,Organic Search,154,28,27,29,1489,305,139
Australia,9/4/2020 10:42:37 PM,Desktop,Purchase,/blog,Organic Search,76,30,45,313,399,234,1015
Australia,8/3/2021 7:42:44 AM,Desktop,Purchase,/blog,Organic Search,80,47,7,409,1816,250,656
Australia,12/14/2020 2:38:46 AM,Desktop,Sign Up,/blog,Organic Search,132,28,27,977,195,353,1145
Australia,9/29/2022 10:06:29 AM,Desktop,Sign Up,/blog,Organic Search,134,60,37,172,1293,106,953
Australia,12/3/2022 9:48:39 PM,Desktop,Subscribe,/blog,Organic Search,75,31,23,790,1278,281,1279
Australia,3/2/2020 12:07:09 AM,Desktop,Subscribe,/blog,Organic Search,172,34,7,895,126,70,373
Australia,9/1/2020 3:12:20 AM,Desktop,Subscribe,/blog,Organic Search,104,53,25,760,1000,282,1444
Australia,3/17/2023 12:29:13 PM,Desktop,Subscribe,/blog,Organic Search,103,66,34,791,323,329,666
Canada,1/17/2023 3:03:47 PM,Desktop,Contact Form,/blog,Organic Search,127,32,28,234,606,393,887
Canada,2/28/2021 12:33:07 PM,Desktop,Contact Form,/blog,Organic Search,170,53,20,484,156,424,1030
Canada,3/26/2021 7:30:35 AM,Desktop,Download,/blog,Organic Search,104,49,28,417,1259,275,596
Canada,12/7/2020 9:58:42 AM,Desktop,Download,/blog,Organic Search,86,55,44,128,1015,48,701
Canada,12/20/2022 9:11:26 PM,Desktop,Purchase,/blog,Organic Search,107,34,34,709,251,66,583
Canada,12/5/2021 2:41:22 PM,Desktop,Purchase,/blog,Organic Search,126,69,2,846,1373,212,421
Canada,7/14/2020 7:38:53 PM,Desktop,Purchase,/blog,Organic Search,104,69,37,934,1962,360,399
Canada,9/26/2021 11:25:35 PM,Desktop,Sign Up,/blog,Organic Search,157,58,38,634,1779,425,1025
Canada,8/25/2022 1:16:24 AM,Desktop,Sign Up,/blog,Organic Search,176,62,22,116,1835,99,1239
Canada,10/20/2023 7:33:04 PM,Desktop,Subscribe,/blog,Organic Search,131,56,1,630,1456,155,862
India,12/8/2021 8:52:48 PM,Desktop,Contact Form,/blog,Organic Search,52,31,43,736,1079,470,1067
India,12/27/2021 2:55:02 PM,Desktop,Contact Form,/blog,Organic Search,88,44,23,890,625,460,677
India,9/29/2021 2:44:19 PM,Desktop,Contact Form,/blog,Organic Search,70,52,25,532,1151,468,1087
India,6/23/2021 9:17:45 PM,Desktop,Download,/blog,Organic Search,66,25,16,722,1818,137,1483
India,7/9/2022 2:58:21 PM,Desktop,Purchase,/blog,Organic Search,74,27,8,733,1401,97,1073
India,10/7/2023 6:48:37 AM,Desktop,Purchase,/blog,Organic Search,176,67,23,841,375,414,587
India,1/29/2023 11:18:51 PM,Desktop,Sign Up,/blog,Organic Search,142,29,29,685,1349,231,722
India,12/17/2022 11:33:28 AM,Desktop,Sign Up,/blog,Organic Search,102,59,6,727,1743,236,930
India,10/22/2023 7:19:22 PM,Desktop,Sign Up,/blog,Organic Search,135,64,41,451,1849,353,788
India,11/4/2021 8:30:52 AM,Desktop,Subscribe,/blog,Organic Search,63,27,9,368,403,79,728
India,4/4/2021 1:49:05 PM,Desktop,Subscribe,/blog,Organic Search,100,46,18,560,1163,135,284
India,5/14/2020 4:30:19 PM,Desktop,Subscribe,/blog,Organic Search,82,57,13,59,1666,425,403
India,9/18/2023 8:19:10 AM,Desktop,Subscribe,/blog,Organic Search,159,60,27,973,1192,61,203
UK,1/26/2022 5:28:02 PM,Desktop,Contact Form,/blog,Organic Search,70,65,36,147,1471,326,530
UK,6/10/2023 5:34:37 AM,Desktop,Download,/blog,Organic Search,166,66,22,218,1208,151,704
UK,9/20/2021 3:05:53 AM,Desktop,Sign Up,/blog,Organic Search,78,25,22,541,1734,426,369
UK,8/17/2021 11:48:59 PM,Desktop,Sign Up,/blog,Organic Search,121,25,27,645,855,87,1400
UK,10/23/2022 9:40:38 PM,Desktop,Sign Up,/blog,Organic Search,99,41,45,686,1769,490,937
UK,1/27/2021 4:13:44 AM,Desktop,Sign Up,/blog,Organic Search,163,59,38,938,1147,56,1170
UK,6/6/2022 5:29:14 PM,Desktop,Subscribe,/blog,Organic Search,96,58,38,319,909,154,1178
UK,9/24/2023 3:57:11 PM,Desktop,Subscribe,/blog,Organic Search,152,60,9,320,1616,274,1290
USA,2/16/2021 1:57:20 AM,Desktop,Download,/blog,Organic Search,90,29,21,808,210,30,1174
USA,9/18/2023 11:49:40 AM,Desktop,Download,/blog,Organic Search,42,53,12,50,565,66,387
USA,6/11/2021 5:38:30 PM,Desktop,Download,/blog,Organic Search,134,61,31,758,450,439,799
USA,1/3/2020 11:44:24 AM,Desktop,Sign Up,/blog,Organic Search,38,66,47,704,517,174,1352
USA,9/24/2022 9:31:26 AM,Desktop,Subscribe,/blog,Organic Search,46,37,12,395,1970,191,90
Australia,12/14/2021 5:10:44 AM,Desktop,Purchase,/contact,Organic Search,122,48,49,836,475,377,1183
Australia,8/2/2022 9:34:37 AM,Desktop,Purchase,/contact,Organic Search,176,57,15,955,1145,493,701
Australia,3/30/2023 6:05:42 PM,Desktop,Purchase,/contact,Organic Search,112,60,28,678,1558,392,1401
Australia,8/10/2020 4:14:32 AM,Desktop,Sign Up,/contact,Organic Search,43,22,21,433,1818,260,862
Australia,3/19/2023 11:01:35 PM,Desktop,Sign Up,/contact,Organic Search,42,32,2,131,1109,358,922
Australia,3/6/2020 3:26:49 AM,Desktop,Sign Up,/contact,Organic Search,155,39,40,975,1157,78,1026
Australia,3/31/2022 3:02:53 AM,Desktop,Sign Up,/contact,Organic Search,39,56,7,363,1601,62,1245
Australia,4/24/2022 7:22:17 AM,Desktop,Sign Up,/contact,Organic Search,138,56,23,610,120,219,632
Australia,8/17/2023 10:07:42 PM,Desktop,Subscribe,/contact,Organic Search,67,22,3,32,1014,12,867
Australia,5/1/2020 11:18:31 AM,Desktop,Subscribe,/contact,Organic Search,101,38,21,89,165,101,133
Australia,4/28/2020 8:09:16 PM,Desktop,Subscribe,/contact,Organic Search,144,45,8,136,1013,226,1490
Australia,6/27/2020 4:12:21 AM,Desktop,Subscribe,/contact,Organic Search,173,54,19,903,1603,466,174
Australia,7/15/2023 8:00:12 PM,Desktop,Subscribe,/contact,Organic Search,116,65,8,24,1280,36,474
Canada,10/24/2021 12:07:43 AM,Desktop,Contact Form,/contact,Organic Search,98,56,46,807,1636,316,1253
Canada,1/30/2020 12:05:02 AM,Desktop,Contact Form,/contact,Organic Search,167,60,40,602,1256,61,1335
Canada,12/18/2019 2:49:29 PM,Desktop,Contact Form,/contact,Organic Search,121,62,43,260,813,21,161
Canada,8/31/2023 12:04:17 PM,Desktop,Contact Form,/contact,Organic Search,34,69,7,877,586,245,877
Canada,9/1/2023 10:09:37 PM,Desktop,Download,/contact,Organic Search,39,69,16,568,1964,394,82
Canada,6/5/2023 9:17:33 PM,Desktop,Purchase,/contact,Organic Search,173,64,27,111,218,146,1480
Canada,5/19/2020 11:40:53 PM,Desktop,Sign Up,/contact,Organic Search,111,35,46,413,1739,119,610
Canada,3/5/2020 9:40:14 PM,Desktop,Sign Up,/contact,Organic Search,102,43,38,929,1301,291,326
Canada,9/8/2020 12:20:25 PM,Desktop,Sign Up,/contact,Organic Search,30,64,49,996,1674,297,274
Canada,12/29/2019 7:24:34 AM,Desktop,Subscribe,/contact,Organic Search,63,52,42,857,1188,423,1394
Canada,5/21/2021 5:42:12 AM,Desktop,Subscribe,/contact,Organic Search,44,53,43,505,982,67,120
India,5/15/2022 8:30:54 PM,Desktop,Contact Form,/contact,Organic Search,30,31,13,165,1906,420,598
India,10/25/2023 9:22:51 PM,Desktop,Contact Form,/contact,Organic Search,164,41,27,522,484,175,1408
India,9/4/2023 3:54:06 PM,Desktop,Contact Form,/contact,Organic Search,75,58,42,326,1216,351,1035
India,6/16/2021 11:53:43 AM,Desktop,Download,/contact,Organic Search,169,65,16,833,207,272,1076
India,12/21/2020 3:05:04 PM,Desktop,Purchase,/contact,Organic Search,133,27,4,830,1500,250,485
India,12/21/2019 4:48:32 AM,Desktop,Sign Up,/contact,Organic Search,98,27,9,25,1145,122,1147
India,3/18/2023 4:53:34 AM,Desktop,Sign Up,/contact,Organic Search,90,43,38,318,1326,101,305
India,8/10/2020 2:00:47 AM,Desktop,Sign Up,/contact,Organic Search,178,48,41,442,398,492,1499
India,10/7/2022 11:32:47 AM,Desktop,Sign Up,/contact,Organic Search,43,56,40,581,964,98,658
India,9/7/2020 1:04:01 AM,Desktop,Sign Up,/contact,Organic Search,86,58,46,505,1872,473,921
India,12/5/2022 6:31:26 AM,Desktop,Subscribe,/contact,Organic Search,167,22,43,724,157,229,144
India,1/15/2023 5:57:03 AM,Desktop,Subscribe,/contact,Organic Search,171,49,26,839,1161,465,104
India,8/16/2020 2:35:57 AM,Desktop,Subscribe,/contact,Organic Search,169,64,33,885,227,143,708
UK,5/18/2020 2:07:27 PM,Desktop,Contact Form,/contact,Organic Search,155,24,3,444,1083,214,1461
UK,6/6/2020 10:16:08 PM,Desktop,Contact Form,/contact,Organic Search,143,34,40,94,1448,346,926
UK,9/3/2021 3:06:08 PM,Desktop,Download,/contact,Organic Search,89,26,3,302,939,106,849
UK,3/7/2023 11:05:59 PM,Desktop,Download,/contact,Organic Search,132,66,10,158,1696,284,588
UK,10/5/2021 2:54:12 AM,Desktop,Purchase,/contact,Organic Search,87,40,11,603,1102,147,114
UK,6/8/2020 11:54:05 PM,Desktop,Purchase,/contact,Organic Search,66,43,14,426,1035,267,232
UK,3/13/2020 9:28:33 AM,Desktop,Purchase,/contact,Organic Search,104,65,34,700,732,226,268
UK,9/23/2023 11:20:57 PM,Desktop,Sign Up,/contact,Organic Search,132,28,15,592,1970,415,1400
UK,4/21/2022 4:28:51 PM,Desktop,Sign Up,/contact,Organic Search,112,55,2,532,612,126,1277
UK,2/1/2020 3:20:29 AM,Desktop,Sign Up,/contact,Organic Search,77,61,3,134,1575,431,1496
UK,6/5/2023 1:02:38 AM,Desktop,Sign Up,/contact,Organic Search,140,64,32,443,769,295,754
UK,5/14/2023 4:01:51 AM,Desktop,Subscribe,/contact,Organic Search,67,36,17,959,1683,100,442
UK,2/22/2021 7:54:56 PM,Desktop,Subscribe,/contact,Organic Search,83,58,31,749,306,38,391
UK,10/19/2023 10:55:10 PM,Desktop,Subscribe,/contact,Organic Search,168,61,35,211,1434,453,547
USA,3/19/2020 10:23:36 PM,Desktop,Contact Form,/contact,Organic Search,148,40,2,470,155,266,1266
USA,3/6/2021 12:39:00 AM,Desktop,Contact Form,/contact,Organic Search,30,60,17,341,923,381,976
USA,2/4/2020 7:57:36 PM,Desktop,Contact Form,/contact,Organic Search,100,65,32,342,1865,448,163
USA,10/6/2023 4:29:36 AM,Desktop,Contact Form,/contact,Organic Search,49,67,39,348,1760,466,1025
USA,6/6/2022 1:25:47 AM,Desktop,Purchase,/contact,Organic Search,120,44,37,870,1781,217,663
USA,8/17/2021 9:01:10 AM,Desktop,Purchase,/contact,Organic Search,125,65,23,436,155,73,291
USA,5/5/2021 5:22:53 PM,Desktop,Sign Up,/contact,Organic Search,59,34,43,51,653,284,928
USA,11/18/2020 11:05:08 PM,Desktop,Sign Up,/contact,Organic Search,117,65,7,382,1318,98,138
USA,2/12/2023 7:55:47 AM,Desktop,Subscribe,/contact,Organic Search,121,26,23,243,1830,421,258
USA,8/13/2022 11:06:27 PM,Desktop,Subscribe,/contact,Organic Search,148,45,19,680,1936,397,176
USA,2/25/2023 8:11:02 PM,Desktop,Subscribe,/contact,Organic Search,51,62,31,817,835,447,1289
USA,8/3/2020 1:56:23 AM,Desktop,Subscribe,/contact,Organic Search,79,69,44,296,1379,70,344
USA,8/10/2020 5:10:41 PM,Desktop,Subscribe,/contact,Organic Search,40,69,48,51,1154,107,461
Australia,1/8/2022 11:17:18 AM,Desktop,Contact Form,/home,Organic Search,126,49,25,281,1445,422,447
Australia,6/9/2021 2:07:15 AM,Desktop,Contact Form,/home,Organic Search,85,53,45,511,247,343,808
Australia,7/14/2023 2:52:41 AM,Desktop,Contact Form,/home,Organic Search,109,68,16,786,454,73,1128
Australia,3/28/2021 8:05:34 PM,Desktop,Download,/home,Organic Search,138,24,30,300,1169,409,439
Australia,2/3/2021 2:08:33 AM,Desktop,Purchase,/home,Organic Search,142,65,14,193,499,20,1324
Australia,5/5/2020 12:59:38 PM,Desktop,Sign Up,/home,Organic Search,172,37,13,17,1984,104,890
Australia,7/20/2020 8:15:15 AM,Desktop,Sign Up,/home,Organic Search,144,48,38,891,1932,48,1442
Australia,7/18/2023 11:17:18 PM,Desktop,Subscribe,/home,Organic Search,41,56,25,440,1472,93,1059
Canada,8/25/2023 10:55:20 PM,Desktop,Contact Form,/home,Organic Search,141,26,33,294,498,188,985
Canada,5/31/2020 12:40:59 PM,Desktop,Contact Form,/home,Organic Search,42,37,49,373,779,438,361
Canada,8/22/2022 12:36:28 AM,Desktop,Download,/home,Organic Search,78,53,48,247,457,370,1425
Canada,2/12/2020 6:14:58 AM,Desktop,Download,/home,Organic Search,68,66,38,203,426,360,637
Canada,4/19/2020 5:52:43 AM,Desktop,Purchase,/home,Organic Search,104,23,19,192,214,340,1200
Canada,11/22/2020 7:07:02 AM,Desktop,Sign Up,/home,Organic Search,105,24,44,324,366,162,1130
Canada,5/17/2020 9:57:45 AM,Desktop,Sign Up,/home,Organic Search,57,30,21,679,1935,394,1120
Canada,5/12/2020 7:23:43 PM,Desktop,Sign Up,/home,Organic Search,153,40,43,787,219,394,1033
India,2/22/2023 11:26:09 AM,Desktop,Contact Form,/home,Organic Search,48,31,47,312,1142,453,799
India,2/20/2023 2:19:54 PM,Desktop,Contact Form,/home,Organic Search,167,45,28,516,1279,314,613
India,8/29/2021 9:39:44 PM,Desktop,Contact Form,/home,Organic Search,157,64,7,936,206,127,1229
India,5/15/2020 3:38:02 PM,Desktop,Download,/home,Organic Search,176,23,4,505,1673,22,146
India,5/5/2020 3:45:12 AM,Desktop,Download,/home,Organic Search,106,31,31,666,1659,457,1183
India,12/17/2019 5:34:09 PM,Desktop,Download,/home,Organic Search,68,54,31,201,1566,381,446
India,7/8/2021 1:46:22 AM,Desktop,Download,/home,Organic Search,172,61,27,620,1940,427,1120
India,11/8/2020 9:16:02 AM,Desktop,Purchase,/home,Organic Search,52,38,30,557,657,268,97
India,7/20/2022 6:25:51 AM,Desktop,Purchase,/home,Organic Search,48,65,39,123,1946,342,1482
India,11/26/2020 9:59:29 AM,Desktop,Sign Up,/home,Organic Search,162,30,3,480,1015,318,350
India,2/18/2023 3:36:35 PM,Desktop,Sign Up,/home,Organic Search,106,55,7,92,1577,304,945
India,5/22/2022 1:12:30 AM,Desktop,Sign Up,/home,Organic Search,30,60,23,319,135,312,673
India,10/5/2021 4:15:20 PM,Desktop,Subscribe,/home,Organic Search,51,36,44,770,350,202,172
India,8/8/2022 8:21:16 AM,Desktop,Subscribe,/home,Organic Search,134,39,49,321,1850,85,132
India,4/2/2021 11:15:00 PM,Desktop,Subscribe,/home,Organic Search,84,49,39,789,1227,444,993
